pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
BD-10 3166 b,BD-10 3166,0,1,1,Radial Velocity,2000,W. M. Keck Observatory,Published Confirmed,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,3.48777,0.00011,-0.00011,0,0.0452,0.0026,-0.0026,0,,,,,,,,,145.56,12.395,-12.395,0,0.458,0.039,-0.039,0,Msini,0.019,0.023,-0.023,0,,,,,,,,,0,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,5393,,,0,,,,,1.01,,,0,0.382,,,0,[Fe/H],4.68,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069,0.3537,-0.3508,10.013,0.007,-0.007,8.124,0.026,-0.026,9.83981,0.000607,-0.000607,25-04-18,2006-07,27-08-14
BD-11 4672 b,BD-11 4672,0,1,2,Radial Velocity,2014,La Silla Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,1667,33,-31,0,2.28,0.07,-0.07,0,,,,,,,,,168.44,15.89,-15.89,0,0.53,0.05,-0.05,0,Msini,0.05,0.06,-0.04,0,,,,,,,,,0,<a refstr=MOUTOU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A..48M/abstract target=ref>Moutou et al. 2015</a>,K7 V,4475,100,-100,0,0.52,0.02,-0.02,0,0.57,0.01,-0.01,0,-0.48,0.05,-0.05,0,[Fe/H],4.1,0.36,-0.36,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665,0.0346,-0.0346,10.03,0.03,-0.03,6.867,0.024,-0.024,9.48511,0.000518,-0.000518,17-07-20,2015-04,08-01-15
BD-11 4672 b,BD-11 4672,1,1,2,Radial Velocity,2014,La Silla Observatory,Published Confirmed,0,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..68B/abstract target=ref>Barbato et al. 2020</a>,1634,13,-14,0,2.36,0.04,-0.04,0,,,,,,,,,206.5895,15.8915,-19.0698,0,0.65,0.05,-0.06,0,Msini,0.05,0.05,-0.03,0,,,,,,,,,0,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..68B/abstract target=ref>Barbato et al. 2020</a>,,4550,110,-110,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,-0.35,0.15,-0.15,0,[Fe/H],4.64,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665,0.0346,-0.0346,10.03,0.03,-0.03,6.867,0.024,-0.024,9.48511,0.000518,-0.000518,17-07-20,2020-09,23-07-20
BD-11 4672 c,BD-11 4672,1,1,2,Radial Velocity,2020,Roque de los Muchachos Observatory,Published Confirmed,0,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..68B/abstract target=ref>Barbato et al. 2020</a>,74.2,0.06,-0.08,0,0.3,0.01,-0.01,0,,,,,,,,,15.37,2.97,-2.81,0,0.04836,0.00934,-0.00884,0,Msini,0.4,0.13,-0.15,0,,,,,,,,,0,<a refstr=BARBATO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...641A..68B/abstract target=ref>Barbato et al. 2020</a>,,4550,110,-110,0,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,-0.35,0.15,-0.15,0,[Fe/H],4.64,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665,0.0346,-0.0346,10.03,0.03,-0.03,6.867,0.024,-0.024,9.48511,0.000518,-0.000518,17-07-20,2020-09,23-07-20
BD-13 2130 b,BD-13 2130,0,1,1,Radial Velocity,2007,La Silla Observatory,Published Confirmed,0,<a refstr=LOVIS___MAYOR_2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...472..657L/abstract target=ref> Lovis & Mayor 2007 </a>,714.3,5.3,-5.3,0,2.1,,,0,,,,,,,,,3368.998,,,0,10.6,,,0,Msini,0.21,0.07,-0.07,0,,,,,,,,,0,<a refstr=LOVIS___MAYOR_2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...472..657L/abstract target=ref> Lovis & Mayor 2007 </a>,,,,,,,,,,2.4,0.2,-0.2,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.214,41.211,-41.211,10.038,0.009,-0.009,7.151,0.023,-0.023,9.69971,0.000337,-0.000337,25-04-18,2007-09,14-05-15
BD-13 2130 b,BD-13 2130,1,1,1,Radial Velocity,2007,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,714.29999,5.3,-5.3,0,1.66,0.12,-0.12,0,,,,,,,,,3108.3774,1449.3048,-1449.3048,0,9.78,4.56,-4.56,0,Msini,0.21,0.07,-0.07,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4545,71,-71,0,19.17,4.96,-4.96,0,2.12,1.47,-1.47,0,-0.08,,,0,[Fe/H],2.2,0.2,-0.2,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.214,41.211,-41.211,10.038,0.009,-0.009,7.151,0.023,-0.023,9.69971,0.000337,-0.000337,04-09-18,2017-03,06-09-18
BD-17 63 b,BD-17 63,1,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..513M/abstract target=ref> Moutou et al. 2009 </a>,655.6,0.6,-0.6,0,1.34,0.02,-0.02,0,,,,,,,,,1620.9,38.14,-38.14,0,5.1,0.12,-0.12,0,Msini,0.54,0.005,-0.005,0,,,,,,,,,0,<a refstr=MOUTOU_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...496..513M/abstract target=ref> Moutou et al. 2009 </a>,K5 V,4714,93,-93,0,0.69,,,0,0.74,0.03,-0.03,0,-0.03,0.06,-0.06,0,[Fe/H],4.26,0.24,-0.24,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603,0.0929,-0.0924,9.62,0.03,-0.03,6.914,0.024,-0.024,9.20112,0.000514,-0.000514,04-09-19,2009-03,14-05-14
BD-17 63 b,BD-17 63,0,1,1,Radial Velocity,2008,La Silla Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,655.59998,0.6,-0.6,0,1.34,0.02,-0.02,0,,,,,,,,,905.8155,368.6828,-368.6828,0,2.85,1.16,-1.16,0,Msini,0.54,0,0,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,4665,120,-120,0,0.74,0.04,-0.04,0,0.31,0.19,-0.19,0,0.01,,,0,[Fe/H],4.19,0.26,-0.26,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603,0.0929,-0.0924,9.62,0.03,-0.03,6.914,0.024,-0.024,9.20112,0.000514,-0.000514,04-09-19,2017-03,06-09-18
CD Cet b,CD Cet,1,1,1,Radial Velocity,2020,Calar Alto Observatory,Published Confirmed,0,<a refstr=BAUER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..50B/abstract target=ref>Bauer et al. 2020</a>,2.2907,0.00012,-0.00012,0,0.0185,0.0013,-0.0013,0,,,,,,,,,3.95,0.42,-0.43,0,0.01243,0.00132,-0.00135,0,Msini,,,,,8.6,2.4,-2.4,0,464,18,-18,0,0,<a refstr=BAUER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..50B/abstract target=ref>Bauer et al. 2020</a>,M5.0 V,3130,51,-51,0,0.17,0.01,-0.01,0,0.16,0.01,-0.01,0,0.13,0.16,-0.16,0,[Fe/H],4.93,0.04,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,8.60715,0.00658,-0.00658,13.95,0.2,-0.2,7.833,0.024,-0.024,12.1232,0.00105,-0.00105,02-11-21,2020-08,02-11-21
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,1,Imaging,2011,W. M. Keck Observatory,Published Confirmed,0,<a refstr=LIU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref> Liu et al. 2011 </a>,10037.5,2737.5,-2737.5,0,2.6,0.3,-0.3,0,,,,,,,,,3337.1,1430.2,-1430.2,0,10.5,4.5,-4.5,0,Mass,,,,,,,,,370,40,-40,0,0,<a refstr=LIU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740..108L/abstract target=ref> Liu et al. 2011 </a>,,580.5,24.5,-24.5,0,,,,,0.02,0.01,-0.01,0,,,,,,4.72,0.28,-0.28,0,<a refstr=DELORME_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...484..469D/abstract target=ref> Delorme et al. 2008 </a>,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,,,,,,,,,,,,,14-05-14,2011-10,14-05-14
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,1,Imaging,2021,Hubble Space Telescope,Published Confirmed,0,<a refstr=FONTANIVE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...905L..14F/abstract target=ref>Fontanive et al. 2020</a>,8040000,470000,-470000,0,200,6,-6,0,20.849,0.56,-0.56,0,1.86,0.05,-0.05,0,2479.06157,222.47988,-254.26273,0,7.8,0.7,-0.8,0,Mass,,,,,,,,,1800,40,-40,0,0,<a refstr=FONTANIVE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...905L..14F/abstract target=ref>Fontanive et al. 2020</a>,M9-L1,2320,40,-40,0,0.24,0.01,-0.01,0,0.01,0,0,0,,,,,,3.85,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h27m44.23s,246.934277,-23d58m52.14s,-23.98115,,,,,,,14.593,0.098,-0.098,,,,17-05-21,2020-12,17-05-21
CHXR 73 b,CHXR 73,1,1,1,Imaging,2006,Hubble Space Telescope,Published Confirmed,0,<a refstr=LUHMAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...649..894L/abstract target=ref> Luhman et al. 2006 </a>,,,,,210,,,0,,,,,,,,,3994.486,2662.991,-1664.369,0,12.569,8.379,-5.237,0,Mass,,,,,,,,,,,,,0,<a refstr=LUHMAN_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...649..894L/abstract target=ref> Luhman et al. 2006 </a>,M3.5,,,,,,,,,0.35,,,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.374,6.647,-6.22,,,,10.703,0.023,-0.023,17.2934,0.001396,-0.001396,14-05-14,2006-10,14-05-14
CI Tau b,CI Tau,1,1,1,Radial Velocity,2019,Multiple Observatories,Published Confirmed,0,<a refstr=FLAGG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190602860F/abstract target=ref>Flagg et al. 2019</a>,8.9891,0.0202,-0.0202,0,,,,,,,,,,,,,3686.828,921.707,-858.141,0,11.6,2.9,-2.7,0,Mass,0.25,0.16,-0.16,0,,,,,,,,,0,<a refstr=FLAGG_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190602860F/abstract target=ref>Flagg et al. 2019</a>,K7,,,,,,,,,0.9,0.02,-0.02,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.998,1.198,-1.18,13.642,0.172,-0.172,7.793,0.02,-0.02,12.1454,0.011866,-0.011866,19-06-19,2019-06,27-06-19
COCONUTS-2 b,COCONUTS-2 A,1,1,1,Imaging,2021,NASA Infrared Telescope Facility (IRTF),Published Confirmed,0,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...916L..11Z/abstract target=ref>Zhang et al. 2021</a>,402000000,470000000,-100000000,0,7506,5205,-2060,0,12.442,0.336,-0.336,0,1.11,0.03,-0.03,0,2002.31896,476.74261,-603.87397,0,6.3,1.5,-1.9,0,Mass,,,,,,,,,434,9,-9,0,0,<a refstr=ZHANG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJ...916L..11Z/abstract target=ref>Zhang et al. 2021</a>,M3 V,3406,69,-69,0,0.39,0.01,-0.01,0,0.37,0.02,-0.02,0,0,0.08,-0.08,0,[Fe/H],4.83,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h49m12.22s,117.300914,-76d42m09.71s,-76.702696,10.8864,0.0041,-0.0042,11.298,0.027,-0.027,6.579,0.018,-0.018,10.146,0.001567,-0.001567,16-08-21,2021-08,16-08-21
CT Cha b,CT Cha,1,1,1,Imaging,2007,Paranal Observatory,Published Confirmed,0,<a refstr=SCHMIDT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..311S/abstract target=ref> Schmidt et al. 2008 </a>,,,,,440,,,0,24.66,9.08,-6.73,0,2.2,0.81,-0.6,0,5403,1907,-1907,0,17,6,-6,0,Mass,,,,,,,,,2600,250,-250,0,0,<a refstr=SCHMIDT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...491..311S/abstract target=ref> Schmidt et al. 2008 </a>,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.72,0.778,-0.771,12.335,0.069,-0.069,8.661,0.021,-0.021,11.7733,0.004701,-0.004701,14-05-14,2008-11,14-05-14
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,1.5089682,0.0000005,-0.0000005,0,0.02752,0.00022,-0.00023,0,19.223,0.336,-0.336,0,1.715,0.03,-0.03,0,390.9309,31.783,-31.783,0,1.23,0.1,-0.1,0,Mass,0.036,,,1,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,6298,66,-66,0,1.23,0.02,-0.02,0,1.22,0.03,-0.03,0,0.06,0.07,-0.07,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,23.491,-23.491,13.623,0.114,-0.114,12.149,0.027,-0.027,13.457,0.000477,-0.000477,18-03-19,2017-06,21-03-19
CoRoT-1 b,CoRoT-1,1,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=BARGE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..17B/abstract target=ref> Barge et al. 2008 </a>,1.5089557,0.0000064,-0.0000064,0,,,,,16.7,0.9,-0.9,0,1.49,0.08,-0.08,0,327.35,38.14,-38.14,0,1.03,0.12,-0.12,0,Mass,0,,,0,,,,,1898,50,-50,0,0,<a refstr=BARGE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...482L..17B/abstract target=ref> Barge et al. 2008 </a>,G0 V,5950,150,-150,0,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0,-0.3,0.25,-0.25,0,[M/H],4.25,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,23.491,-23.491,13.623,0.114,-0.114,12.149,0.027,-0.027,13.457,0.000477,-0.000477,14-05-14,2008-05,14-05-14
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,1.50897655,0.0000001,-0.0000001,0,0.0259,0.0011,-0.002,0,15.917,2.69,-2.69,0,1.42,0.24,-0.24,0,340.0781,54.0311,-54.0311,0,1.07,0.17,-0.17,0,Mass,0.071,0.62,-0.48,0,,,,,1834,46,-46,0,0,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459..789T/abstract target=ref>Turner et al. 2016</a>,,5950,,,0,,,,,,,,,-0.3,,,0,[Fe/H],4.25,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,23.491,-23.491,13.623,0.114,-0.114,12.149,0.027,-0.027,13.457,0.000477,-0.000477,29-03-16,2016-06,31-03-16
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,1.5089686,0.0000006,-0.0000006,0,0.02536,0.00099,-0.00099,0,17.385,0.729,-0.729,0,1.551,0.065,-0.065,0,327.3649,31.783,-31.783,0,1.03,0.1,-0.1,0,Mass,,,,,,,,,1915,49,-49,0,0,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,5950,150,-150,0,1.13,0.05,-0.05,0,0.95,0.11,-0.11,0,-0.3,0.25,-0.25,0,[Fe/H],4.31,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,23.491,-23.491,13.623,0.114,-0.114,12.149,0.027,-0.027,13.457,0.000477,-0.000477,12-01-16,2011-11,14-01-16
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.5089635,0.0000089,-0.0000089,0,,,,,20.594,,,0,1.837,,,0,,,,,,,,,,,,,,2852.63,,,0,2036,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5950,,,0,1.29,,,0,,,,,,,,,,4.33,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,23.491,-23.491,13.623,0.114,-0.114,12.149,0.027,-0.027,13.457,0.000477,-0.000477,08-08-22,2017-07,08-08-22
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=IVSHINA__AMP__WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..259...62I/abstract target=ref>Ivshina &amp; Winn 2022</a>,1.50896877,0.00000008,-0.00000008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,23.491,-23.491,13.623,0.114,-0.114,12.149,0.027,-0.027,13.457,0.000477,-0.000477,18-10-22,2022-04,18-10-22
CoRoT-1 b,CoRoT-1,0,1,1,Transit,2008,CoRoT,Published Confirmed,0,<a refstr=PONT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.402L...1P/abstract target=ref>Pont et al. 2010</a>,1.5089557,,,0,0.0261,0.0005,-0.0005,0,16.589,0.673,-0.673,0,1.48,0.06,-0.06,0,359.1479,22.2481,-22.2481,0,1.13,0.07,-0.07,0,Mass,0,,,0,,,,,,,,,0,<a refstr=PONT_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.402L...1P/abstract target=ref>Pont et al. 2010</a>,,5950,50,-50,0,1.14,0.03,-0.03,0,1.03,0.06,-0.06,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909,23.491,-23.491,13.623,0.114,-0.114,12.149,0.027,-0.027,13.457,0.000477,-0.000477,18-10-19,2010-02,24-10-19
CoRoT-10 b,CoRoT-10,0,1,1,Transit,2010,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,13.2406,0.0002,-0.0002,0,0.1055,0.0019,-0.002,0,10.873,0.785,-0.785,0,0.97,0.07,-0.07,0,867.6759,44.4962,-44.4962,0,2.73,0.14,-0.14,0,Mass,0.524,0.018,-0.018,0,,,,,,,,,0,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5075,75,-75,0,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,0.26,0.07,-0.07,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.386,3.9865,-3.9865,15.293,0.137,-0.137,11.782,0.021,-0.021,14.6645,0.000329,-0.000329,18-03-19,2017-06,21-03-19
CoRoT-10 b,CoRoT-10,1,1,1,Transit,2010,CoRoT,Published Confirmed,0,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,13.2406,0.0002,-0.0002,0,0.1055,0.0021,-0.0021,0,10.87,0.78,-0.78,0,0.97,0.07,-0.07,0,874,50.85,-50.85,0,2.75,0.16,-0.16,0,Mass,0.53,0.04,-0.04,0,,,,,600,23,-23,0,0,<a refstr=BONOMO_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..65B/abstract target=ref> Bonomo et al. 2010 </a>,K1 V,5075,75,-75,0,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,0.26,0.07,-0.07,0,[Fe/H],4.65,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.386,3.9865,-3.9865,15.293,0.137,-0.137,11.782,0.021,-0.021,14.6645,0.000329,-0.000329,14-05-14,2010-09,14-05-14
